"artefact","file","sequence_index","Ra","Rq","PV","step_height","L2_to_mean"
"spherical","07272.png",7272,0.237359279956453,0.278282175047343,1.08906159413629,NA,0.228067807678752
"spherical","07515.png",7515,0.236064379764636,0.277067729646418,1.11856109895205,NA,0.226658544172553
"spherical","07757.png",7757,0.234249723459049,0.275398824212236,1.10116292014331,NA,0.246266983660308
"spherical","08000.png",8000,0.232462382915201,0.273658092061028,1.09751403067747,NA,0.243123854370533
"spherical","08242.png",8242,0.233810965838089,0.274968220911466,1.10610316549554,NA,0.244434248229449
"spherical","08484.png",8484,0.235216111240818,0.276111800667234,1.10535937789303,NA,0.245738013243264
"spherical","08727.png",8727,0.23794416529994,0.278687899927735,1.12293320577206,NA,0.23702353788612
"spherical","08969.png",8969,0.236876172568705,0.277770907098718,1.11453811470447,NA,0.244633764212077
"spherical","09212.png",9212,0.23597766898883,0.276885569859999,1.15314533940333,NA,0.227330317085219
"spherical","09454.png",9454,0.236042714168933,0.277072030788823,1.08417368399069,NA,0.226479124668302
"spherical","09697.png",9697,0.235514771406778,0.276531199209031,1.08674679172164,NA,0.228190721200238
"spherical","09939.png",9939,0.23598500130271,0.276984761104122,1.13889905496615,NA,0.229790647934822
"spherical","10181.png",10181,0.237251110065527,0.278182187886796,1.12608794882526,NA,0.243126094989742
"spherical","10424.png",10424,0.235247156398697,0.27650127489915,1.09450463229335,NA,0.236690596698594
"spherical","10666.png",10666,0.236112611049682,0.277085735700684,1.09341342988157,NA,0.224143622785923
"spherical","10909.png",10909,0.23432968968957,0.275421550035454,1.12122038255041,NA,0.240543941974181
"spherical","11151.png",11151,0.234745312399758,0.275875260863678,1.11232504671113,NA,0.241176656694328
"spherical","11393.png",11393,0.235815347191117,0.276836886877297,1.12461684887629,NA,0.225345767346946
"spherical","11636.png",11636,0.23645050589072,0.277312984562906,1.08806291447464,NA,0.223829706517695
"spherical","11878.png",11878,0.235374644349358,0.276489330659876,1.09487206753142,NA,0.21747261415439
"spherical","12121.png",12121,0.23624703586005,0.277019912436813,1.08688623712996,NA,0.221681212675614
"spherical","12363.png",12363,0.235840559952074,0.276791839574743,1.08611109531388,NA,0.218091742424391
"spherical","12606.png",12606,0.23493376767689,0.276157640506599,1.11632148872552,NA,0.215644648203772
"spherical","12848.png",12848,0.235494103257602,0.276671831827521,1.08797293584151,NA,0.237258792133253
"spherical","13090.png",13090,0.236870467993808,0.277732110143212,1.12513722581929,NA,0.243915455927579
"spherical","13333.png",13333,0.23279242408319,0.274110401566847,1.09052126417838,NA,0.234115902083004
"spherical","13575.png",13575,0.234619946931393,0.275747617517859,1.10013594072721,NA,0.218712794137325
"spherical","13818.png",13818,0.23673114980856,0.277659639549349,1.15330517505612,NA,0.230969385707269
"spherical","14060.png",14060,0.237175230231264,0.278036302939979,1.12383282098964,NA,0.244043420585925
"spherical","14302.png",14302,0.235244893232157,0.276339704107709,1.12676898984606,NA,0.228765734922199
"spherical","14545.png",14545,0.23695737603964,0.277826358028709,1.13396442589221,NA,0.239717162438373
"spherical","14787.png",14787,0.236244029002833,0.277163413283353,1.11746847866138,NA,0.2434773882626
"spherical","15030.png",15030,0.236757213620106,0.277699946954136,1.09883474031921,NA,0.235322401654072
"spherical","15272.png",15272,0.235388672292968,0.276136602872065,1.14168806324277,NA,0.243575020884092
"spherical","15515.png",15515,0.234860204682891,0.275982493518032,1.11627294080081,NA,0.244666895139917
"spherical","15757.png",15757,0.235212692655021,0.276276933662474,1.08934633700915,NA,0.225035797099746
"spherical","15999.png",15999,0.236115947850121,0.27703462303359,1.07846507609217,NA,0.227947476518087
"spherical","16242.png",16242,0.235495578885947,0.276521419550775,1.11464864151612,NA,0.230361304363927
"spherical","16484.png",16484,0.235717250640667,0.276794141227465,1.10139848260414,NA,0.221962239003814
"spherical","16727.png",16727,0.236977510025605,0.277811023637375,1.11811040124233,NA,0.234988339596558
"spherical","16969.png",16969,0.235824403148976,0.276648047929764,1.12810223098747,NA,0.231574151134496
"spherical","17211.png",17211,0.233693638464972,0.274868135008747,1.10428239550507,NA,0.221244031785978
"spherical","17454.png",17454,0.235917831636053,0.276781980870993,1.10398156401723,NA,0.248734589715643
"spherical","17696.png",17696,0.235392404782595,0.276570675501285,1.11011391919699,NA,0.225621609014712
"spherical","17939.png",17939,0.235087803009596,0.276119867341604,1.11159473186377,NA,0.249665698547808
"spherical","18181.png",18181,0.23407948748225,0.275292571420691,1.09878715292829,NA,0.247683123158826
"spherical","18423.png",18423,0.235857885543607,0.276846226564298,1.12244642374437,NA,0.234318642674408
"spherical","18666.png",18666,0.235680483907433,0.276620728936604,1.09851358169911,NA,0.252076810087537
"spherical","18908.png",18908,0.235344408005092,0.276351545150471,1.09423813479683,NA,0.248348465543056
"spherical","19151.png",19151,0.236832017315356,0.277735877934981,1.0921420572594,NA,0.239826445026704
"spherical","19393.png",19393,0.233688483471289,0.274797554505041,1.09915323632091,NA,0.251521218839876
"spherical","19636.png",19636,0.232587406363612,0.273486958529647,1.11672324580759,NA,0.231600778711569
"spherical","19878.png",19878,0.235578027493736,0.276550462666248,1.11894514503669,NA,0.238092397221377
"spherical","20120.png",20120,0.235477726999886,0.276595346061257,1.12157747673099,NA,0.236730881146665
"spherical","20363.png",20363,0.236213658872291,0.277086500952803,1.11660027315156,NA,0.254011391963995
"spherical","20605.png",20605,0.236099121589621,0.277061056882999,1.10933417141953,NA,0.239379028244366
"spherical","20848.png",20848,0.236422472446996,0.277318744585459,1.1238307538379,NA,0.25138311513465
"spherical","21090.png",21090,0.235147964642612,0.276094774486237,1.10969644190385,NA,0.25834562608228
"spherical","21332.png",21332,0.233592617412296,0.274759054430324,1.12927254384484,NA,0.237499623788168
"spherical","21575.png",21575,0.233943287994836,0.275044047652494,1.11908813519093,NA,0.235537074635506
"spherical","21817.png",21817,0.233572848588212,0.274755172673508,1.09313669364892,NA,0.25869167983851
"spherical","22060.png",22060,0.237150080919946,0.277963453829232,1.13438291564281,NA,0.246252969517661
"spherical","22302.png",22302,0.237223519222055,0.278084292833817,1.13442716493398,NA,0.253430634106486
"spherical","22545.png",22545,0.236022488385305,0.277173789451307,1.10463141718032,NA,0.242405676696153
"spherical","22787.png",22787,0.236511800937918,0.277455797306401,1.09601787928289,NA,0.248839623072349
"spherical","23029.png",23029,0.236259395400754,0.277375141545021,1.09844205306845,NA,0.245114923105627
"spherical","23272.png",23272,0.235509450480141,0.276474653252319,1.12392282549847,NA,0.249019218114897
"spherical","23514.png",23514,0.235804334956989,0.276789295251266,1.09227339027664,NA,0.264166067340942
"spherical","23757.png",23757,0.23539807136408,0.276379769494126,1.14181485903161,NA,0.261988906540208
"spherical","23999.png",23999,0.235840401225514,0.276773594792342,1.08376629590095,NA,0.256093606589537
"step","00000.png",0,0.197654541265204,0.237044311462269,1.41831419570422,0.0400610841667862,0.231641713867007
"step","01010.png",1010,0.20546211399698,0.247080598487651,1.10473372885952,-0.0199664802810256,0.244451191642902
"step","02020.png",2020,0.19553678559759,0.234488722664428,1.17078714660466,-0.0473036644768432,0.231484219902732
"step","03030.png",3030,0.189283607073123,0.228533627844918,1.22320140085967,0.124983742766767,0.22279428513138
"step","04040.png",4040,0.185441730470277,0.224494168159424,1.40049655425312,-0.0425162544321332,0.219257846812499
"step","05050.png",5050,0.195322757415385,0.234833023751341,1.31476858549094,-0.0205854523039646,0.233816670701276
"step","06061.png",6061,0.180002424931461,0.217429379075635,1.40391546724385,0.0469841764482671,0.219620892109632
"step","07071.png",7071,0.185678164957748,0.224808005599204,1.24685802742917,-0.04500011953476,0.224320621519728
"step","08081.png",8081,0.172594055934262,0.211967838638338,1.31919739942263,-0.142360263780172,0.203395825867372
"step","09091.png",9091,0.173779522874707,0.216934081526166,1.43608856366052,0.0680649803636433,0.213084691632862
"step","10101.png",10101,0.188041760531143,0.225316772219293,1.29990335309421,-0.0283341681782279,0.222608925383772
"step","11111.png",11111,0.197684150226938,0.237956474207924,1.2983049018379,-0.0363483889879488,0.230485970324043
"step","12121.png",12121,0.169788621861167,0.205074030571719,1.22966078882617,-0.011875827978556,0.204635457780134
"step","13131.png",13131,0.180528007717632,0.215890081625512,1.16198331263373,0.068342800397189,0.210555855235193
"step","14141.png",14141,0.174861970015979,0.210324615302059,1.22125876462835,0.00226792005352183,0.204670321204073
"step","15151.png",15151,0.175823650311841,0.211087738477643,1.14781758098063,0.0156225324782475,0.204986956845575
"step","16161.png",16161,0.184645265586587,0.221491568649389,1.21081560341187,-0.0569759520853244,0.21820193649232
"step","17172.png",17172,0.187376823227798,0.224347244825246,1.23164079673085,-0.0529129833027519,0.218482490604203
"step","18182.png",18182,0.195205884976739,0.235752741289768,1.46719421780855,0.000360869083461446,0.231174970142194
"step","19192.png",19192,0.195816999534735,0.236183714630867,1.23430567021273,0.0612485908763516,0.233726127822924
"step","20202.png",20202,0.194734132528852,0.235766467951181,1.08358346797496,-0.0345883017715569,0.22897007812741
"step","21212.png",21212,0.165001094680183,0.200982311702645,1.32424306395761,-0.100138653394219,0.196051199133376
"step","22222.png",22222,0.177321187740039,0.214765051472526,1.22467007525284,0.0649441927164806,0.209801789353379
"step","23232.png",23232,0.176084111105374,0.212566302716961,1.46550042443152,-0.0637885743258762,0.203685169516861
"step","24242.png",24242,0.183853442579752,0.222537604112896,1.2766958944502,0.0809394398752316,0.222221199989567
"step","25252.png",25252,0.17095282630661,0.207223539691676,1.23273752608041,0.0590961539802219,0.197529316719355
"step","26262.png",26262,0.174197274631125,0.212261845608358,1.30365095731084,0.0926624997986443,0.20276055054566
"step","27272.png",27272,0.161052971008368,0.19570458284517,1.27449732337751,0.0495510944124695,0.187094614094784
"step","28283.png",28283,0.199277448624776,0.239929974180203,1.13054443145226,-0.0741170121864686,0.24005021497883
"step","29293.png",29293,0.184017520041698,0.222558295187223,1.19522419922785,-0.0966983994323216,0.216812159666259
"step","30303.png",30303,0.170342220261845,0.206208838651274,1.11428248365845,0.0153701253698942,0.204507158216677
"step","31313.png",31313,0.182211339834894,0.218173731416617,1.0711978729023,0.0250955114783268,0.215245029615606
"step","32323.png",32323,0.173320210047994,0.208039404710798,1.30253007752936,-0.0429014115145396,0.198472366979001
"step","33333.png",33333,0.193410213123344,0.227274085097949,1.17363358438745,0.0416636574653729,0.220135687768497
"step","34343.png",34343,0.17248469307427,0.208553387343521,1.05352968792512,-0.00605272851392796,0.208434406024526
"step","35353.png",35353,0.18067667186496,0.217949004802867,1.19056053016008,-0.0339350078924059,0.207046134266512
"step","36363.png",36363,0.204876784451176,0.245347922602978,1.31601031012002,-0.00926268228990368,0.23890804895455
"step","37373.png",37373,0.189427941669371,0.2288227650993,1.36558221263397,-0.109534393027963,0.223643285416449
"step","38383.png",38383,0.177885645006414,0.215712007645021,1.31546541991938,-0.0138759953052356,0.210620848311277
"step","39394.png",39394,0.194422350206999,0.234648601495623,1.36022160405953,-0.113561426610326,0.23010652539357
"step","40404.png",40404,0.17317153925409,0.210516908542129,1.31273248121621,-0.042054330902591,0.203381444489519
"step","41414.png",41414,0.179680719709396,0.217775364352789,1.31766837735947,0.108600290252333,0.213199378486704
"step","42424.png",42424,0.184968698537655,0.223952127319661,1.26941594500393,0.00316717817076961,0.223774163682775
"step","43434.png",43434,0.174342822395112,0.212198454278653,1.13782193988371,0.00784353101424345,0.208328083887332
"step","44444.png",44444,0.169487203293319,0.207221982966913,1.42803261425222,-0.0172974349940903,0.201088877016489
"step","45454.png",45454,0.215080626148948,0.256755483386035,1.11511252788595,0.0134752158841643,0.244632485453681
"step","46464.png",46464,0.189098292002836,0.227011181491687,1.2667430187804,0.0466454086452792,0.220865758985675
"step","47474.png",47474,0.169817506590927,0.204819563707032,1.28218861443095,0.0562027102233516,0.200622196796721
"step","48484.png",48484,0.169254230625253,0.204495538866121,1.2037731111029,0.00767466639974948,0.199584201830696
"step","49494.png",49494,0.172161055256883,0.207193711315161,1.17888495169322,-0.056808023532081,0.202491094281249
"step","50505.png",50505,0.173894827620446,0.209482140805362,1.22782238757216,0.0538384651302221,0.204771360023811
"step","51515.png",51515,0.190304017419765,0.22521008881348,1.35488047080731,-0.18362952053713,0.219529443432547
"step","52525.png",52525,0.179495250234265,0.215989796672484,1.1895333368847,-0.0613566305276141,0.212458721864847
"step","53535.png",53535,0.17807324075474,0.215475314152705,1.38918939952673,-0.00653529817258336,0.205492547403175
"step","54545.png",54545,0.201577454616271,0.241365819319371,1.2599369872383,-0.0460890425042589,0.235141931792609
"step","55555.png",55555,0.17609241060139,0.211488646229585,1.37986871676847,-0.0402007298683411,0.209462339879256
"step","56565.png",56565,0.173534811282069,0.210782294392898,1.33598898918306,-0.106943885108394,0.201852594876018
"step","57575.png",57575,0.182021983229759,0.219454923084778,1.26189121392191,-0.010845249804976,0.219462902916484
"step","58585.png",58585,0.186823233471132,0.225090851737395,1.26782097455215,0.222285953493174,0.223756321519453
"step","59595.png",59595,0.177647098574415,0.217155380015362,1.34278278466641,-0.105774709857297,0.210026115336587
"step","60605.png",60605,0.182620808546098,0.221879615686925,1.22169755348859,0.0051097742432098,0.219422096055593
"step","61616.png",61616,0.200755950540284,0.241837515446911,1.21547291513088,0.203296692576523,0.239257555056531
"step","62626.png",62626,0.173377755592009,0.212576163866423,1.16540053731683,-0.0819601855029883,0.201253561615997
"step","63636.png",63636,0.180056231821474,0.218824326608008,1.31816802876091,-0.106527025754546,0.216338986506539
"step","64646.png",64646,0.182997271128783,0.221597062702983,1.38998221421401,-0.0123498292588493,0.216201010346856
"step","65656.png",65656,0.191057886387966,0.226325809884789,1.19490818321968,0.0931141823784931,0.221400814968062
"step","66666.png",66666,0.179093201110527,0.214534573682708,1.19216744989078,-0.0601371570755447,0.208705715554205
"step","67676.png",67676,0.186024877498539,0.22128645448343,1.26565888284931,0.0710217955707755,0.214324669654643
"step","68686.png",68686,0.170805074439639,0.205605265243092,1.36057345998423,0.00615777095783621,0.204041201947475
"step","69696.png",69696,0.172972451963322,0.20811255259001,1.23634485154596,-0.033349734527072,0.203675145796458
"step","70706.png",70706,0.17856007055239,0.214466856355393,1.32769958601607,-0.11190976013422,0.210776200831955
"step","71716.png",71716,0.181800035362876,0.218863373092993,1.31819205559899,-0.00262614508545309,0.214520892321811
"step","72727.png",72727,0.209650668421493,0.247713771831942,1.35552924818043,0.144602619080762,0.240699744265451
"step","73737.png",73737,0.180177042623986,0.217191201335962,1.23976706939892,0.0260244018217169,0.217238199527474
"step","74747.png",74747,0.180675852408037,0.219803929621281,1.28691198910225,-0.169612103530903,0.214258032874495
"step","75757.png",75757,0.171969760628728,0.209067198929522,1.31836172577769,-0.10429518787684,0.209849386487452
"step","76767.png",76767,0.178279644205096,0.2165517795353,1.46755818733742,-0.019080509128297,0.211649619004759
"step","77777.png",77777,0.185041043117538,0.223218508619936,1.33127336235929,0.0165604996009356,0.225761178338931
"step","78787.png",78787,0.173838398928708,0.210848967980369,1.21508189156888,0.0855457924438958,0.212711056951063
"step","79797.png",79797,0.18243154862491,0.221049975735774,1.14285311553899,-0.1307080699374,0.225404722929219
"step","80807.png",80807,0.185661608504105,0.226005019571345,1.42295658279453,0.130933043311,0.225009185145641
"step","81817.png",81817,0.17325918500553,0.210504857247784,1.16605773475227,0.069854597549336,0.205649337760803
"step","82827.png",82827,0.184841916301842,0.222734491045377,1.28112292733749,0.149269641447405,0.216364466648604
"step","83838.png",83838,0.162243469926552,0.196223448953195,1.16715210348741,0.018253306603699,0.191942504843635
"step","84848.png",84848,0.134773588387145,0.167364560833437,1.4075268510931,0.0302132451701592,0.161153129766521
"step","85858.png",85858,0.169464962428909,0.203519364259529,1.27985825268367,-0.0277151301129597,0.201434289795365
"step","86868.png",86868,0.182360586529002,0.217561449988864,1.17870082123176,-0.0262883205004431,0.213624033959913
"step","87878.png",87878,0.170660670232011,0.206051687309538,1.25604659327229,0.0154837826415308,0.199385119833852
"step","88888.png",88888,0.157132767924133,0.196863085177954,1.36885850658399,0.110499869026581,0.201527148303858
"step","89898.png",89898,0.187640820965806,0.224411995587453,1.13857402990743,0.0163828927987834,0.221553869781003
"step","90908.png",90908,0.188684954281037,0.226824664734945,1.26068814594707,0.115070370745851,0.22234328217028
"step","91918.png",91918,0.187047329750338,0.225175909550017,1.28433822851642,-0.0316798230376737,0.223974691464407
"step","92928.png",92928,0.164284738392379,0.201577515749772,1.3827083878221,-0.00107595690376283,0.19760725543511
"step","93938.png",93938,0.164829396016418,0.200656531063393,1.23078821401816,-0.000320019378282993,0.193070239970862
"step","94949.png",94949,0.176858808554038,0.214125706140757,1.34324285447526,-0.0421661973682156,0.204132690092021
"step","95959.png",95959,0.157830391169047,0.193695954734445,1.41180639680927,-0.0585328039862219,0.191309847752785
"step","96969.png",96969,0.171740613973006,0.209367916021028,1.21462133142176,-0.0699638241849476,0.211589562637227
"step","97979.png",97979,0.142153762338727,0.179023753758404,1.21941251528355,0.0148587064947233,0.174366112614144
"step","98989.png",98989,0.17337312184848,0.211249890392577,1.18092040324991,-0.021862527340208,0.204769087393727
"step","99999.png",99999,0.179279649925159,0.216319775371375,1.40851676304523,0.14754530944577,0.210806711247923
